	.target	sm_120a
        /*1870*/                   ISETP.NE.U32.AND P6, PT, R32, R24, PT ;
        /*1880*/                   IADD3 R32, PT, PT, R181, 0x1, RZ ;
        /*1890*/                   MOV R183, R30 ;
        /*18a0*/               @P6 IADD3 R31, PT, PT, R180, RZ, RZ ;
        /*18b0*/                   ISETP.NE.U32.AND P6, PT, R33, R24, PT ;
        /*18c0*/                   IADD3 R33, PT, PT, R186, 0x1, RZ ;
        /*18d0*/                   MOV R180, R31 ;
        /*18e0*/               @P6 IADD3 R32, PT, PT, R181, RZ, RZ ;
        /*18f0*/                   ISETP.NE.U32.AND P6, PT, R14, R24, PT ;
        /*1900*/                   MOV R181, R32 ;
        /*1910*/               @P6 IADD3 R33, PT, PT, R186, RZ, RZ ;
        /*1920*/                   ISETP.NE.U32.AND P6, PT, R35, R24, PT ;
        /*1930*/                   IADD3 R35, PT, PT, R184, 0x1, RZ ;
        /*1940*/                   MOV R186, R33 ;
        /*1950*/               @P6 IADD3 R34, PT, PT, R187, RZ, RZ ;
        /*1960*/                   ISETP.NE.U32.AND P6, PT, R36, R24, PT ;
        /*1970*/                   IADD3 R36, PT, PT, R185, 0x1, RZ ;
        /*1980*/                   MOV R187, R34 ;
        /*1990*/               @P6 IADD3 R35, PT, PT, R184, RZ, RZ ;
        /*19a0*/                   ISETP.NE.U32.AND P6, PT, R37, R24, PT ;
        /*19b0*/                   IADD3 R37, PT, PT, R190, 0x1, RZ ;
        /*19c0*/                   MOV R184, R35 ;
        /*19d0*/               @P6 IADD3 R36, PT, PT, R185, RZ, RZ ;
        /*19e0*/                   ISETP.NE.U32.AND P6, PT, R12, R24, PT ;
        /*19f0*/                   MOV R185, R36 ;
        /*1a00*/               @P6 IADD3 R37, PT, PT, R190, RZ, RZ ;
        /*1a10*/                   ISETP.NE.U32.AND P6, PT, R39, R24, PT ;
        /*1a20*/                   IADD3 R39, PT, PT, R188, 0x1, RZ ;
        /*1a30*/                   MOV R190, R37 ;
        /*1a40*/               @P6 IADD3 R38, PT, PT, R191, RZ, RZ ;
        /*1a50*/                   ISETP.NE.U32.AND P6, PT, R40, R24, PT ;
        /*1a60*/                   IADD3 R40, PT, PT, R189, 0x1, RZ ;
        /*1a70*/                   MOV R191, R38 ;
        /*1a80*/               @P6 IADD3 R39, PT, PT, R188, RZ, RZ ;
        /*1a90*/                   ISETP.NE.U32.AND P6, PT, R41, R24, PT ;
        /*1aa0*/                   IADD3 R41, PT, PT, R194, 0x1, RZ ;
        /*1ab0*/                   MOV R188, R39 ;
        /*1ac0*/               @P6 IADD3 R40, PT, PT, R189, RZ, RZ ;
        /*1ad0*/                   ISETP.NE.U32.AND P6, PT, R11, R24, PT ;
        /*1ae0*/                   MOV R189, R40 ;
        /*1af0*/               @P6 IADD3 R41, PT, PT, R194, RZ, RZ ;
        /*1b00*/                   ISETP.NE.U32.AND P6, PT, R43, R24, PT ;
        /*1b10*/                   IADD3 R43, PT, PT, R192, 0x1, RZ ;
        /*1b20*/                   MOV R194, R41 ;
        /*1b30*/               @P6 IADD3 R42, PT, PT, R195, RZ, RZ ;
        /*1b40*/                   ISETP.NE.U32.AND P6, PT, R165, R24, PT ;
        /*1b50*/                   IADD3 R165, PT, PT, R16, 0xa02, RZ ;
        /*1b60*/                   MOV R195, R42 ;
        /*1b70*/               @P6 IADD3 R43, PT, PT, R192, RZ, RZ ;
        /*1b80*/                   ISETP.NE.U32.AND P6, PT, R164, R24, PT ;
        /*1b90*/                   IADD3 R192, PT, PT, R193, 0x1, RZ ;
        /*1ba0*/                   IADD3 R164, PT, PT, R16, 0xa01, RZ ;
        /*1bb0*/               @P6 IADD3 R192, PT, PT, R193, RZ, RZ ;
        /*1bc0*/                   ISETP.NE.U32.AND P6, PT, R10, R24, PT ;
        /*1bd0*/                   MOV R193, R192 ;
        /*1be0*/                   MOV R192, R43 ;
        /*1bf0*/               @P6 IADD3 R208, PT, PT, R198, RZ, RZ ;
        /*1c00*/                   ISETP.NE.U32.AND P6, PT, R164, R24, PT ;
        /*1c10*/                   IADD3 R198, PT, PT, R199, 0x1, RZ ;
        /*1c20*/                   IADD3 R164, PT, PT, R16, 0xa03, RZ ;
        /*1c30*/               @P6 IADD3 R198, PT, PT, R199, RZ, RZ ;
        /*1c40*/                   ISETP.NE.U32.AND P6, PT, R165, R24, PT ;
        /*1c50*/                   IADD3 R165, PT, PT, R16, 0xc02, RZ ;
        /*1c60*/                   MOV R199, R198 ;
        /*1c70*/                   MOV R198, R208 ;
        /*1c80*/               @P6 IADD3 R209, PT, PT, R196, RZ, RZ ;
        /*1c90*/                   ISETP.NE.U32.AND P6, PT, R164, R24, PT ;
        /*1ca0*/                   IADD3 R196, PT, PT, R197, 0x1, RZ ;
        /*1cb0*/                   IADD3 R164, PT, PT, R16, 0xc01, RZ ;
        /*1cc0*/               @P6 IADD3 R196, PT, PT, R197, RZ, RZ ;
        /*1cd0*/                   ISETP.NE.U32.AND P6, PT, R9, R24, PT ;
        /*1ce0*/                   MOV R197, R196 ;
        /*1cf0*/                   MOV R196, R209 ;
        /*1d00*/               @P6 IADD3 R210, PT, PT, R202, RZ, RZ ;
        /*1d10*/                   ISETP.NE.U32.AND P6, PT, R164, R24, PT ;
        /*1d20*/                   IADD3 R202, PT, PT, R203, 0x1, RZ ;
        /*1d30*/                   IADD3 R164, PT, PT, R16, 0xc03, RZ ;
        /*1d40*/               @P6 IADD3 R202, PT, PT, R203, RZ, RZ ;
        /*1d50*/                   ISETP.NE.U32.AND P6, PT, R165, R24, PT ;
        /*1d60*/                   IADD3 R165, PT, PT, R16, 0xe02, RZ ;
        /*1d70*/                   MOV R203, R202 ;
        /*1d80*/                   MOV R202, R210 ;
        /*1d90*/               @P6 IADD3 R211, PT, PT, R200, RZ, RZ ;
        /*1da0*/                   ISETP.NE.U32.AND P6, PT, R164, R24, PT ;
        /*1db0*/                   IADD3 R200, PT, PT, R201, 0x1, RZ ;
        /*1dc0*/                   IADD3 R164, PT, PT, R16, 0xe01, RZ ;
        /*1dd0*/               @P6 IADD3 R200, PT, PT, R201, RZ, RZ ;
        /*1de0*/                   ISETP.NE.U32.AND P6, PT, R8, R24, PT ;
        /*1df0*/                   MOV R201, R200 ;
        /*1e00*/                   MOV R200, R211 ;
        /*1e10*/               @P6 IADD3 R212, PT, PT, R132, RZ, RZ ;
        /*1e20*/                   ISETP.NE.U32.AND P6, PT, R164, R24, PT ;
        /*1e30*/                   IADD3 R132, PT, PT, R133, 0x1, RZ ;
        /*1e40*/                   IADD3 R164, PT, PT, R16, 0xe03, RZ ;
        /*1e50*/               @P6 IADD3 R132, PT, PT, R133, RZ, RZ ;
        /*1e60*/                   ISETP.NE.U32.AND P6, PT, R165, R24, PT ;
        /*1e70*/                   IADD3 R133, PT, PT, R16, 0x1e00, RZ ;
        /*1e80*/                   MOV R165, R26 ;
        /*1e90*/               @P6 IADD3 R213, PT, PT, R134, RZ, RZ ;
        /*1ea0*/                   ISETP.NE.U32.AND P6, PT, R164, R24, PT ;
        /*1eb0*/                   IADD3 R134, PT, PT, R135, 0x1, RZ ;
        /*1ec0*/                   MOV R164, R25 ;
        /*1ed0*/               @P6 IADD3 R134, PT, PT, R135, RZ, RZ ;
        /*1ee0*/                   ISETP.NE.U32.AND P6, PT, R7, R24, PT ;
        /*1ef0*/                   MOV R135, R134 ;
        /*1f00*/                   MOV R134, R213 ;
        /*1f10*/               @P6 IADD3 R214, PT, PT, R136, RZ, RZ ;
        /*1f20*/                   ISETP.NE.U32.AND P6, PT, R238, R24, PT ;
        /*1f30*/                   IADD3 R136, PT, PT, R137, 0x1, RZ ;
        /*1f40*/               @P6 IADD3 R136, PT, PT, R137, RZ, RZ ;
        /*1f50*/                   ISETP.NE.U32.AND P6, PT, R239, R24, PT ;
        /*1f60*/                   MOV R137, R136 ;
        /*1f70*/                   MOV R136, R214 ;
        /*1f80*/               @P6 IADD3 R215, PT, PT, R138, RZ, RZ ;
        /*1f90*/                   ISETP.NE.U32.AND P6, PT, R240, R24, PT ;
        /*1fa0*/                   IADD3 R138, PT, PT, R139, 0x1, RZ ;
        /*1fb0*/               @P6 IADD3 R138, PT, PT, R139, RZ, RZ ;
        /*1fc0*/                   ISETP.NE.U32.AND P6, PT, R6, R24, PT ;
        /*1fd0*/                   MOV R139, R138 ;
        /*1fe0*/                   MOV R138, R215 ;
        /*1ff0*/               @P6 IADD3 R216, PT, PT, R140, RZ, RZ ;
        /*2000*/                   ISETP.NE.U32.AND P6, PT, R241, R24, PT ;
        /*2010*/                   IADD3 R140, PT, PT, R141, 0x1, RZ ;
        /*2020*/               @P6 IADD3 R140, PT, PT, R141, RZ, RZ ;
        /*2030*/                   ISETP.NE.U32.AND P6, PT, R242, R24, PT ;
        /*2040*/                   MOV R141, R140 ;
        /*2050*/                   MOV R140, R216 ;
        /*2060*/               @P6 IADD3 R217, PT, PT, R142, RZ, RZ ;
        /*2070*/                   ISETP.NE.U32.AND P6, PT, R243, R24, PT ;
        /*2080*/                   IADD3 R142, PT, PT, R143, 0x1, RZ ;
        /*2090*/               @P6 IADD3 R142, PT, PT, R143, RZ, RZ ;
        /*20a0*/                   ISETP.NE.U32.AND P6, PT, R5, R24, PT ;
        /*20b0*/                   MOV R143, R142 ;
        /*20c0*/                   MOV R142, R217 ;
        /*20d0*/               @P6 IADD3 R218, PT, PT, R144, RZ, RZ ;
        /*20e0*/                   ISETP.NE.U32.AND P6, PT, R244, R24, PT ;
        /*20f0*/                   IADD3 R144, PT, PT, R145, 0x1, RZ ;
        /*2100*/               @P6 IADD3 R144, PT, PT, R145, RZ, RZ ;
        /*2110*/                   ISETP.NE.U32.AND P6, PT, R245, R24, PT ;
        /*2120*/                   MOV R145, R144 ;
        /*2130*/                   MOV R144, R218 ;
        /*2140*/               @P6 IADD3 R219, PT, PT, R146, RZ, RZ ;
        /*2150*/                   ISETP.NE.U32.AND P6, PT, R246, R24, PT ;
        /*2160*/                   IADD3 R146, PT, PT, R147, 0x1, RZ ;
        /*2170*/               @P6 IADD3 R146, PT, PT, R147, RZ, RZ ;
        /*2180*/                   ISETP.NE.U32.AND P6, PT, R4, R24, PT ;
        /*2190*/                   MOV R147, R146 ;
        /*21a0*/                   MOV R146, R219 ;
        /*21b0*/               @P6 IADD3 R220, PT, PT, R148, RZ, RZ ;
        /*21c0*/                   ISETP.NE.U32.AND P6, PT, R247, R24, PT ;
        /*21d0*/                   IADD3 R148, PT, PT, R149, 0x1, RZ ;
        /*21e0*/               @P6 IADD3 R148, PT, PT, R149, RZ, RZ ;
        /*21f0*/                   ISETP.NE.U32.AND P6, PT, R248, R24, PT ;
        /*2200*/                   MOV R149, R148 ;
        /*2210*/                   MOV R148, R220 ;
        /*2220*/               @P6 IADD3 R221, PT, PT, R150, RZ, RZ ;
        /*2230*/                   ISETP.NE.U32.AND P6, PT, R249, R24, PT ;
        /*2240*/                   IADD3 R150, PT, PT, R151, 0x1, RZ ;
        /*2250*/               @P6 IADD3 R150, PT, PT, R151, RZ, RZ ;
        /*2260*/                   ISETP.NE.U32.AND P6, PT, R3, R24, PT ;
        /*2270*/                   MOV R151, R150 ;
        /*2280*/                   MOV R150, R221 ;
        /*2290*/               @P6 IADD3 R222, PT, PT, R152, RZ, RZ ;
        /*22a0*/                   ISETP.NE.U32.AND P6, PT, R232, R24, PT ;
        /*22b0*/                   IADD3 R152, PT, PT, R153, 0x1, RZ ;
        /*22c0*/               @P6 IADD3 R152, PT, PT, R153, RZ, RZ ;
        /*22d0*/                   ISETP.NE.U32.AND P6, PT, R233, R24, PT ;
        /*22e0*/                   MOV R153, R152 ;
        /*22f0*/                   MOV R152, R222 ;
        /*2300*/               @P6 IADD3 R223, PT, PT, R154, RZ, RZ ;
        /*2310*/                   ISETP.NE.U32.AND P6, PT, R234, R24, PT ;
        /*2320*/                   IADD3 R154, PT, PT, R155, 0x1, RZ ;
        /*2330*/               @P6 IADD3 R154, PT, PT, R155, RZ, RZ ;
        /*2340*/                   ISETP.NE.U32.AND P6, PT, R2, R24, PT ;
        /*2350*/                   MOV R155, R154 ;
        /*2360*/                   MOV R154, R223 ;
        /*2370*/               @P6 IADD3 R224, PT, PT, R156, RZ, RZ ;
        /*2380*/                   ISETP.NE.U32.AND P6, PT, R235, R24, PT ;
        /*2390*/                   IADD3 R156, PT, PT, R157, 0x1, RZ ;
        /*23a0*/               @P6 IADD3 R156, PT, PT, R157, RZ, RZ ;
        /*23b0*/                   ISETP.NE.U32.AND P6, PT, R236, R24, PT ;
        /*23c0*/                   MOV R157, R156 ;
        /*23d0*/                   MOV R156, R224 ;
        /*23e0*/               @P6 IADD3 R225, PT, PT, R158, RZ, RZ ;
        /*23f0*/                   ISETP.NE.U32.AND P6, PT, R237, R24, PT ;
        /*2400*/                   IADD3 R158, PT, PT, R159, 0x1, RZ ;
        /*2410*/               @P6 IADD3 R158, PT, PT, R159, RZ, RZ ;
        /*2420*/                   ISETP.NE.U32.AND P6, PT, R0, R24, PT ;
        /*2430*/                   MOV R159, R158 ;
        /*2440*/                   MOV R158, R225 ;
        /*2450*/               @P6 IADD3 R226, PT, PT, R160, RZ, RZ ;
        /*2460*/                   ISETP.NE.U32.AND P6, PT, R231, R24, PT ;
        /*2470*/                   IADD3 R160, PT, PT, R161, 0x1, RZ ;
        /*2480*/               @P6 IADD3 R160, PT, PT, R161, RZ, RZ ;
        /*2490*/                   ISETP.NE.U32.AND P6, PT, R230, R24, PT ;
        /*24a0*/                   MOV R161, R160 ;
        /*24b0*/                   MOV R160, R226 ;
        /*24c0*/               @P6 IADD3 R227, PT, PT, R162, RZ, RZ ;
        /*24d0*/                   ISETP.NE.U32.AND P6, PT, R20, R24, PT ;
        /*24e0*/                   IADD3 R162, PT, PT, R163, 0x1, RZ ;
        /*24f0*/               @P6 IADD3 R162, PT, PT, R163, RZ, RZ ;
        /*2500*/                   ISETP.NE.U32.AND P6, PT, R133, R24, PT ;
        /*2510*/                   MOV R133, R132 ;
        /*2520*/                   MOV R132, R212 ;
        /*2530*/                   MOV R163, R162 ;
        /*2540*/                   MOV R162, R227 ;
        /*2550*/               @P6 IADD3 R228, PT, PT, R206, RZ, RZ ;
        /*2560*/                   ISETP.NE.U32.AND P6, PT, R21, R24, PT ;
        /*2570*/                   IADD3 R206, PT, PT, R207, 0x1, RZ ;
        /*2580*/               @P6 IADD3 R206, PT, PT, R207, RZ, RZ ;
        /*2590*/                   ISETP.NE.U32.AND P6, PT, R22, R24, PT ;
        /*25a0*/                   MOV R207, R206 ;
        /*25b0*/                   MOV R206, R228 ;
        /*25c0*/               @P6 IADD3 R229, PT, PT, R170, RZ, RZ ;
        /*25d0*/                   ISETP.NE.U32.AND P6, PT, R23, R24, PT ;
        /*25e0*/                   IADD3 R170, PT, PT, R171, 0x1, RZ ;
        /*25f0*/               @P6 IADD3 R170, PT, PT, R171, RZ, RZ ;
        /*2600*/                   ISETP.NE.U64.AND P6, PT, R204, RZ, PT ;
        /*2610*/                   MOV R171, R170 ;
        /*2620*/                   MOV R170, R229 ;
        /*2630*/               @P6 BRA `(.L_x_1) ;
.L_x_0:
        /*2640*/                   FSETP.NEU.AND P6, PT, R17, 1, PT ;
        /*2650*/              @!P6 BRA `(.L_x_2) ;
        /*2660*/                   S2R R24, SR_TID.X ;
        /*2670*/                   LDCU UR5, c[0x0][0x3c8] ;
        /*2680*/                   LDC.64 R6, c[0x0][0x3c0] ;
        /*2690*/                   P2R R234, PR, RZ, 0x1 ;
        /*26a0*/                   USHF.R.S32.HI UR4, URZ, 0x1f, UR5 ;
        /*26b0*/                   IMAD R5, R179, UR5, RZ ;
        /*26c0*/                   IMAD.WIDE.U32 R2, R178, UR5, RZ ;
        /*26d0*/                   IMAD R5, R178, UR4, R5 ;
        /*26e0*/                   UIADD3 UR4, UPT, UPT, UR8, 0x1f, URZ ;
        /*26f0*/                   LEA R4, P6, R2, R6, 0x2 ;
        /*2700*/                   USHF.R.S32.HI UR5, URZ, 0x1f, UR4 ;
        /*2710*/                   LOP3.LUT R25, R24, 0x7f, RZ, 0xc0, !PT ;
        /*2720*/                   S2R R24, SR_CTAID.Y ;
        /*2730*/                   IADD3 R0, PT, PT, R3, R5, RZ ;
        /*2740*/                   ULEA.HI UR5, UR5, UR4, URZ, 0x5 ;
        /*2750*/                   LEA.HI.X R5, R2, R7, R0, 0x2, P6 ;
        /*2760*/                   USHF.R.S32.HI UR5, URZ, 0x5, UR5 ;
        /*2770*/                   CS2R R6, SRZ ;
        /*2780*/                   IMAD R0, R24, 0x100, R25 ;
        /*2790*/                   IMAD.SHL.U32 R2, R0.reuse, 0x4, RZ ;
        /*27a0*/                   ISETP.GE.AND P6, PT, R0.reuse, UR5, PT ;
        /*27b0*/                   IMAD.HI.U32 R3, R0.reuse, 0x4, RZ ;
        /*27c0*/                   IADD3 R0, PT, PT, R0, 0x80, RZ ;
        /*27d0*/                   IADD.64 R2, R2, R4 ;
        /*27e0*/              @!P6 LDG.E R6, desc[UR14][R2.64] ;
        /*27f0*/                   ISETP.GE.AND P6, PT, R0, UR5, PT ;
        /*2800*/              @!P6 LDG.E R7, desc[UR14][R2.64+0x200] ;
        /*2810*/                   S2UR UR5, SR_CgaCtaId ;
        /*2820*/                   UMOV UR4, 0x400 ;
        /*2830*/                   HFMA2 R21, -RZ, RZ, 0, 2.384185791015625e-07 ;
        /*2840*/                   S2R R24, SR_TID.X ;
        /*2850*/                   HFMA2 R23, -RZ, RZ, 0, 4.76837158203125e-07 ;
        /*2860*/                   MOV R11, 0x2 ;
        /*2870*/                   MOV R3, 0x1 ;
        /*2880*/                   ULEA UR4, UR5, UR4, 0x18 ;
        /*2890*/                   LEA R4, R25, UR4, 0x3 ;
        /*28a0*/                   LOP3.LUT R38, R24.reuse, 0x78, RZ, 0xc0, !PT ;
        /*28b0*/                   IMAD.SHL.U32 R0, R24, 0x4, RZ ;
        /*28c0*/                   LOP3.LUT R2, R0, 0x1c, RZ, 0xc0, !PT ;
        /*28d0*/                   SHF.L.U32 R21, R21, R2.reuse, RZ ;
        /*28e0*/                   SHF.L.U32 R0, R3, R2.reuse, RZ ;
        /*28f0*/                   SHF.L.U32 R23, R23, R2.reuse, RZ ;
        /*2900*/                   SHF.L.U32 R11, R11, R2, RZ ;
        /*2910*/                   STS.64 [R4], R6 ;
        /*2920*/                   BAR.SYNC.DEFER_BLOCKING 0x0 ;
        /*2930*/                   LDS.64 R8, [R38+UR4+0x300] ;
        /*2940*/                   LDS.64 R2, [R38+UR4+0x280] ;
        /*2950*/                   LOP3.LUT P6, RZ, R9, R21, RZ, 0xc0, !PT ;
        /*2960*/                   FSEL R25, R17, 1, P6 ;
        /*2970*/                   LOP3.LUT P6, RZ, R9, R0, RZ, 0xc0, !PT ;
        /*2980*/                   FSEL R15, R17, 1, P6 ;
        /*2990*/                   LOP3.LUT P6, RZ, R9, R23, RZ, 0xc0, !PT ;
        /*29a0*/                   FSEL R205, R17, 1, P6 ;
        /*29b0*/                   LOP3.LUT P6, RZ, R9, R11, RZ, 0xc0, !PT ;
        /*29c0*/                   FSEL R209, R17, 1, P6 ;
        /*29d0*/                   LOP3.LUT P6, RZ, R8, R0, RZ, 0xc0, !PT ;
        /*29e0*/                   FSEL R215, R17, 1, P6 ;
        /*29f0*/                   LOP3.LUT P6, RZ, R8, R11, RZ, 0xc0, !PT ;
        /*2a00*/                   FSEL R213, R17, 1, P6 ;
        /*2a10*/                   LOP3.LUT P6, RZ, R8, R23, RZ, 0xc0, !PT ;
        /*2a20*/                   FSEL R211, R17, 1, P6 ;
        /*2a30*/                   LOP3.LUT P6, RZ, R8, R21, RZ, 0xc0, !PT ;
        /*2a40*/                   FSEL R31, R17, 1, P6 ;
        /*2a50*/                   LOP3.LUT P6, RZ, R3, R21, RZ, 0xc0, !PT ;
        /*2a60*/                   FSEL R9, R17, 1, P6 ;
        /*2a70*/                   LOP3.LUT P6, RZ, R3, R0, RZ, 0xc0, !PT ;
        /*2a80*/                   FSEL R7, R17, 1, P6 ;
        /*2a90*/                   LOP3.LUT P6, RZ, R3, R23, RZ, 0xc0, !PT ;
        /*2aa0*/                   FSEL R41, R17, 1, P6 ;
        /*2ab0*/                   LOP3.LUT P6, RZ, R3, R11, RZ, 0xc0, !PT ;
        /*2ac0*/                   FSEL R43, R17, 1, P6 ;
        /*2ad0*/                   LOP3.LUT P6, RZ, R2, R0, RZ, 0xc0, !PT ;
        /*2ae0*/                   FSEL R27, R17, 1, P6 ;
        /*2af0*/                   LOP3.LUT P6, RZ, R2, R11, RZ, 0xc0, !PT ;
        /*2b00*/                   FSEL R169, R17, 1, P6 ;
        /*2b10*/                   LOP3.LUT P6, RZ, R2, R23, RZ, 0xc0, !PT ;
        /*2b20*/                   FSEL R179, R17.reuse, 1, P6 ;
        /*2b30*/                   LOP3.LUT P6, RZ, R2, R21.reuse, RZ, 0xc0, !PT ;
        /*2b40*/                   LDS.64 R2, [R38+UR4+0x200] ;
        /*2b50*/                   FSEL R29, R17, 1, P6 ;
        /*2b60*/                   LOP3.LUT P6, RZ, R3, R21, RZ, 0xc0, !PT ;
        /*2b70*/                   FSEL R5, R17, 1, P6 ;
        /*2b80*/                   LOP3.LUT P6, RZ, R3, R0, RZ, 0xc0, !PT ;
        /*2b90*/                   FSEL R250, R17, 1, P6 ;
        /*2ba0*/                   LOP3.LUT P6, RZ, R3, R23, RZ, 0xc0, !PT ;
        /*2bb0*/                   FSEL R35, R17, 1, P6 ;
        /*2bc0*/                   LOP3.LUT P6, RZ, R3, R11, RZ, 0xc0, !PT ;
        /*2bd0*/                   FSEL R37, R17, 1, P6 ;
        /*2be0*/                   LOP3.LUT P6, RZ, R2, R0, RZ, 0xc0, !PT ;
        /*2bf0*/                   FSEL R248, R17, 1, P6 ;
        /*2c00*/                   LOP3.LUT P6, RZ, R2, R11, RZ, 0xc0, !PT ;
        /*2c10*/                   FSEL R252, R17, 1, P6 ;
        /*2c20*/                   LOP3.LUT P6, RZ, R2, R23, RZ, 0xc0, !PT ;
        /*2c30*/                   FSEL R244, R17.reuse, 1, P6 ;
        /*2c40*/                   LOP3.LUT P6, RZ, R2, R21.reuse, RZ, 0xc0, !PT ;
        /*2c50*/                   LDS.64 R2, [R38+UR4+0x180] ;
        /*2c60*/                   FSEL R246, R17, 1, P6 ;
        /*2c70*/                   LOP3.LUT P6, RZ, R3, R21, RZ, 0xc0, !PT ;
        /*2c80*/                   FSEL R242, R17, 1, P6 ;
        /*2c90*/                   LOP3.LUT P6, RZ, R3, R0, RZ, 0xc0, !PT ;
        /*2ca0*/                   FSEL R236, R17, 1, P6 ;
        /*2cb0*/                   LOP3.LUT P6, RZ, R3, R23, RZ, 0xc0, !PT ;
        /*2cc0*/                   FSEL R240, R17, 1, P6 ;
        /*2cd0*/                   LOP3.LUT P6, RZ, R3, R11, RZ, 0xc0, !PT ;
        /*2ce0*/                   FSEL R238, R17, 1, P6 ;
        /*2cf0*/                   LOP3.LUT P6, RZ, R2, R0, RZ, 0xc0, !PT ;
        /*2d00*/                   FSEL R230, R17, 1, P6 ;
        /*2d10*/                   LOP3.LUT P6, RZ, R2, R11, RZ, 0xc0, !PT ;
        /*2d20*/                   FSEL R232, R17, 1, P6 ;
        /*2d30*/                   LOP3.LUT P6, RZ, R2, R23, RZ, 0xc0, !PT ;
        /*2d40*/                   FSEL R228, R17.reuse, 1, P6 ;
        /*2d50*/                   LOP3.LUT P6, RZ, R2, R21.reuse, RZ, 0xc0, !PT ;
        /*2d60*/                   LDS.64 R2, [R38+UR4+0x100] ;
        /*2d70*/                   FSEL R226, R17, 1, P6 ;
        /*2d80*/                   LOP3.LUT P6, RZ, R3, R21, RZ, 0xc0, !PT ;
        /*2d90*/                   FSEL R224, R17, 1, P6 ;
        /*2da0*/                   LOP3.LUT P6, RZ, R3, R0, RZ, 0xc0, !PT ;
        /*2db0*/                   FSEL R218, R17, 1, P6 ;
        /*2dc0*/                   LOP3.LUT P6, RZ, R3, R23, RZ, 0xc0, !PT ;
        /*2dd0*/                   FSEL R222, R17, 1, P6 ;
        /*2de0*/                   LOP3.LUT P6, RZ, R3, R11, RZ, 0xc0, !PT ;
        /*2df0*/                   FSEL R220, R17, 1, P6 ;
        /*2e00*/                   LOP3.LUT P6, RZ, R2, R0, RZ, 0xc0, !PT ;
        /*2e10*/                   FSEL R214, R17, 1, P6 ;
        /*2e20*/                   LOP3.LUT P6, RZ, R2, R11, RZ, 0xc0, !PT ;
        /*2e30*/                   FSEL R216, R17, 1, P6 ;
        /*2e40*/                   LOP3.LUT P6, RZ, R2, R23, RZ, 0xc0, !PT ;
        /*2e50*/                   FSEL R212, R17.reuse, 1, P6 ;
        /*2e60*/                   LOP3.LUT P6, RZ, R2, R21.reuse, RZ, 0xc0, !PT ;
        /*2e70*/                   LDS.64 R2, [R38+UR4+0x80] ;
        /*2e80*/                   FSEL R210, R17, 1, P6 ;
        /*2e90*/                   LOP3.LUT P6, RZ, R3, R21, RZ, 0xc0, !PT ;
        /*2ea0*/                   FSEL R208, R17, 1, P6 ;
        /*2eb0*/                   LOP3.LUT P6, RZ, R3, R0, RZ, 0xc0, !PT ;
        /*2ec0*/                   FSEL R40, R17, 1, P6 ;
        /*2ed0*/                   LOP3.LUT P6, RZ, R3, R23, RZ, 0xc0, !PT ;
        /*2ee0*/                   FSEL R178, R17, 1, P6 ;
        /*2ef0*/                   LOP3.LUT P6, RZ, R3, R11, RZ, 0xc0, !PT ;
        /*2f00*/                   FSEL R204, R17, 1, P6 ;
        /*2f10*/                   LOP3.LUT P6, RZ, R2, R0, RZ, 0xc0, !PT ;
        /*2f20*/                   FSEL R42, R17, 1, P6 ;
        /*2f30*/                   LOP3.LUT P6, RZ, R2, R11, RZ, 0xc0, !PT ;
        /*2f40*/                   FSEL R168, R17, 1, P6 ;
        /*2f50*/                   LOP3.LUT P6, RZ, R2, R23, RZ, 0xc0, !PT ;
        /*2f60*/                   FSEL R4, R17.reuse, 1, P6 ;
        /*2f70*/                   LOP3.LUT P6, RZ, R2, R21.reuse, RZ, 0xc0, !PT ;
        /*2f80*/                   LDS.64 R2, [R38+UR4] ;
        /*2f90*/                   FSEL R12, R17, 1, P6 ;
        /*2fa0*/                   LDS.64 R38, [R38+UR4+0x380] ;
        /*2fb0*/                   LOP3.LUT P6, RZ, R3, R21, RZ, 0xc0, !PT ;
        /*2fc0*/                   LOP3.LUT P0, RZ, R2, R0, RZ, 0xc0, !PT ;
        /*2fd0*/                   FSEL R8, R17, 1, P6 ;
        /*2fe0*/                   LOP3.LUT P6, RZ, R3, R0, RZ, 0xc0, !PT ;
        /*2ff0*/                   FSEL R10, R17, 1, P6 ;
        /*3000*/                   LOP3.LUT P6, RZ, R3, R23, RZ, 0xc0, !PT ;
        /*3010*/                   FSEL R6, R17, 1, P6 ;
        /*3020*/                   LOP3.LUT P6, RZ, R3, R11, RZ, 0xc0, !PT ;
        /*3030*/                   FSEL R30, R17, 1, P6 ;
        /*3040*/                   LOP3.LUT P6, RZ, R2, R11, RZ, 0xc0, !PT ;
        /*3050*/                   FSEL R24, R17, 1, P6 ;
        /*3060*/                   LOP3.LUT P6, RZ, R2, R23, RZ, 0xc0, !PT ;
        /*3070*/                   FSEL R14, R17, 1, P6 ;
        /*3080*/                   LOP3.LUT P6, RZ, R2, R21, RZ, 0xc0, !PT ;
        /*3090*/                   HFMA2 R2, -RZ, RZ, 1.625, 0 ;
        /*30a0*/                   FSEL R32, R17, 1, P6 ;
        /*30b0*/                   LOP3.LUT P6, RZ, R39, R0, RZ, 0xc0, !PT ;
        /*30c0*/                   FSEL R26, R17, 1, P6 ;
        /*30d0*/                   LOP3.LUT P6, RZ, R38, R0, RZ, 0xc0, !PT ;
